answerDate,surveyType,NPS_BSC,impactInteraction,reason,improvement,NPS_Coverage_Team,impactLastInteraction,reasonLastInteraction,improvementLastInteraction,Nps_rel,PDR,expectedBusiness,commRelation,commFactor,commOther
1,1,,,,,,,,,10.0,Por su servicio y atencion oportuna a nuestras necesidades,2.0,Las tasas de interes estan muy altas,"Nuestra gerente de cuenta ha sido un apoyo incondicional con el crecimiento y las necesidades de nuestra empresa, el servicio es excelente y la atención oportuna.",Por favor mejorar el portal empresarial que es bastante complicado de manejar.
1,1,,,,,,,,,9.0,,1.0,,,
1,2,10.0,3.0,simepre he tenido una excelente opinión del servicio recibido,todo esta muy bien,,,,,,,,,,
1,2,10.0,5.0,Buena atención,,,,,,,,,,,
1,2,10.0,4.0,,,,,,,,,,,,
1,2,8.0,3.0,la atencion es buena,,,,,,,,,,,
1,2,10.0,5.0,,,,,,,,,,,,
1,2,9.0,5.0,Atencion agil y amable,La plataforma sigue siendo muy engorrosa para manejar sobre todo en pagos a realizar el fin de semana.,,,,,,,,,,
1,1,,,,,,,,,9.0,"Con el banco como tal, por la cercanía que he tenido con la gerente de cuenta constructor Lina Gómez y su disposición continua en todos los temas que se requieren para el financiamiento de los proyectos.",1.0,"Tener unos tiempos óptimos de estudios y aprobaciones de crédito y, posteriormente en la operación, unos tiempos ágiles de legalización y de desembolso.","En los momentos en que he trabajado con el banco, la relación con la gerente de cuenta ha sido muy buena, siempre se ha mostrado dispuesta y presta a todas las necesidades, tal vez, por las veces que he trabajado con el banco (en el pasado), mejoraría los tiempos de respuesta en la operatividad de los créditos.",
1,1,,,,,,,,,7.0,,1.0,,,
1,2,10.0,4.0,,,,,,,,,,,,
1,2,9.0,4.0,La excelente atencion que recibo por parte del asesor.,,,,,,,,,,,
1,2,10.0,5.0,Compromiso con el cliente,No tengo comentarios,,,,,,,,,,
1,1,,,,,,,,,7.0,"Actualmente no tenemos crédito constructor con el Banco.  La experiencia en los créditos hipotecarios de los clientes muchas veces es compleja, por la respuesta poco oportuna.  La experiencia con la fiduciaria ha sido terrible.",3.0,"Nos gustaría buscar un crédito constructor, y así lograr una relación más cercana con el banco, que nos permita conocernos mejor.",La relación con Lina Gomez ha sido buena.  Siempre se muestra muy dispuesta a ayudarnos y acompañarnos.,
1,2,9.0,3.0,,,,,,,,,,,,
1,2,8.0,4.0,El banco es muy seguro para la parte de medios electronicos pero es un poco demorada la recuperación de tarjetas debito y harian falta oficinas en algunas ciudades del pais.,Hacer menos complicado el acceso a la banca virtual empresarial porque es no muy facil de usar.,,,,,,,,,,
1,1,,,,,,,,,10.0,"Nuestro Gerente comercial Santiago Duque y todo el equipo son personas muy cercanas, siempre buscando soluciones acordes a las necesidades de la empresa y dispuestas a acopañarnos en todos lo retos.",1.0,"Los productos de cash, FIC y mercado secundario para inversiones.","Cercania, servicio, empatia y busqueda de soluciones.",
1,1,,,,,,,,,9.0,"Atención oportuna a necesidades , aunque tasas de financiación mas altas que otras entidades financieras",1.0,Ofrecer tasas de financiación mas competitivas.,"Tenemos contacto permanente, oportuno y asertivo con el banco a través de nuestro Gerente de Relaciones al igual que con todo el equipo de especialistas disponible para las operaciones requeridas.",
1,2,1.0,1.0,"El servicio al cliente en las sucursales es terrible, espere 1hora y 35 minutos para que llamaran y dejan seguir a varias personas sin turno cuando me acerco y expreso mi inquietud me dicen que no soy cliente a lo que respondo tengo cuenta empresarial y personal. Aun así no resolvieron nada hasta que me dirigí a la gerente. 
Mal servicio",,,,,,,,,,,
1,2,8.0,5.0,El servicio y la atención de la asesora fue bueno.,,,,,,,,,,,
1,3,,,,,10.0,3.0,,,,,,,,
1,2,3.0,2.0,Me bloquearon una compra con tarjeta de crédito y no me llamaron a preguntarme.  Perdí un montón de tiempo hablando con el call center,No me impidan usar la tarjeta de crédito sin preguntarme ANTES,,,,,,,,,,
1,2,9.0,4.0,LA ATENCION ES EXCELENTE,,,,,,,,,,,
1,2,10.0,5.0,Porque con la banca virtual se hacen muchos procesos sin tener que ir al banco,Todo bien,,,,,,,,,,
1,2,1.0,1.0,"Las interacciones generalmente no solucionan los problemas sino que reinician las gestiones necesarias haciendo los procesos internos costosos, ineficientes y desgastantes","Integrar la posiblidad de dar solución directa en las interacciones reduciendo al máximo el número necesario de interacción para autorizar usuarios, información o trámites en general",,,,,,,,,,
1,2,1.0,5.0,"Su plataforma es muy lenta, viven dando mantenimiento y despúes es peor el servicio
las personas que atienden en el call center no estan muy bien infortmadas o preparadas.",,,,,,,,,,,
1,2,4.0,2.0,"Porque por fin me expidieron aunque sea un recaudo de septiembre y octubre de 2023 de la cuenta de ahorros del Edificio Parque Oriente que no me la envían al correo, no llegó al edificio, el asesor parece que ya no trabaja en el banco porque no contesta y ninguna sucursal según dicen pueden expedir el extracto. Así que me sentí afortunada que en esta ocasión por lo menos me dieron el recaudo, aunque tengo derecho a un extracto de la cuenta mensualmente.",Enviar mensualmente el extracto de la cuenta de ahorros en los primeros cinco días del mes para que yo pueda trabajar con él para el cobro de la administración mensual.,,,,,,,,,,
1,1,,,,,,,,,10.0,"las tasas de interes son razonables, la atención es muy oportuna y la comunicación es muy fluida",1.0,Aspiramos poder crecer en cupos de credito.,"facilidades de comunicacion, soluciones agiles, respuestas oportunas, acompañamiento.","nos sentimos muy bien atendidos por ustedes,  no obstante nos gustaría que nuestra relación creciera., para ello es importante que los análisis par incremento de cupos no fueran tan conservadores"
1,2,10.0,5.0,Atención oportuna y eficaz,Me siento satisfecho con el servicio,,,,,,,,,,
1,2,10.0,5.0,"excelente atención, la ayuda brindada por el asesor fue clara y precisa","Lo hicieron excelente, se notó la capacitación del asesor en cuanto a la solución de la petición que teniamos",,,,,,,,,,
1,2,7.0,5.0,,,,,,,,,,,,
1,2,7.0,3.0,,,,,,,,,,,,
1,2,8.0,5.0,,,,,,,,,,,,
1,2,8.0,3.0,la banca virtualpide muy seguido cambiar claves y se sale del sistema o laaplicacion sin avisar si uno quiere terminar o continuar,,,,,,,,,,,
1,2,10.0,3.0,"El servicio, la atención, amabilidad y apoyo siempre ha sido excelentes",,,,,,,,,,,
1,2,10.0,5.0,buen sevicio,,,,,,,,,,,
1,2,0.0,3.0,"Investiguen, comparen con los demás bancos.",Cambien.,,,,,,,,,,
1,2,10.0,5.0,Atención y respuesta oportuna.,"La diferencia es el servicio y si es claro y preciso, ayuda en la gestión de quién llama con una duda como a quien recibe y evita reprocesos.",,,,,,,,,,
1,3,,,,,9.0,3.0,Muy buena atención,Lo que hacen siempre,,,,,,
1,2,1.0,1.0,"Lastimosamente, la información es insuficiente desde hace mas de año, hemos tratado de hacer la cancelación de unos productos financieros de la forma mas amigable, pero no se tiene ningún tipo de ayuda clara, oportuna y eficaz.",mejorar sus políticas de servicio a cliente,,,,,,,,,,
1,2,10.0,4.0,,,,,,,,,,,,
1,3,,,,,10.0,4.0,Ya tenía una buena percepción del banco,Creo que se podría simplificar los procesos por la web,,,,,,
1,1,,,,,,,,,10.0,"Es un banco con muy buena capacidad tecnologica, humana y financiera",1.0,"Mejorar en temas transaccionales y negocios de CDTS, dado que a veces tienen captaciones abiertas que veo en la pantalla de bolsa y le pregunto al gerente de cuenta ay me dice que es por tesoreria que tienen esa tasa",Buen servicio por parte de Santiago y las personas que se hacne cargo de los negocios que actualmente llevamos acabo,
1,1,,,,,,,,,8.0,Mejoraria la agilidad en las respuestas de algunos procesos,1.0,,,
1,2,5.0,3.0,,,,,,,,,,,,
1,2,10.0,4.0,,,,,,,,,,,,
1,2,8.0,4.0,,,,,,,,,,,,
1,2,10.0,4.0,,,,,,,,,,,,
1,2,10.0,3.0,,,,,,,,,,,,
1,2,8.0,5.0,"cuando llamé al numero de contacto, por fin otra persona respondió y atendió mi llamada y no pase ningún contratiempo para direccionar mi llamada",no permitir que todas las llamadas y requerimientos sean atendidos por una máquina,,,,,,,,,,
1,1,,,,,,,,,10.0,"Tiene buena atención, buenas tasas en CDT y un excelente servicio",1.0,Estoy satisfecha con el servicio y las tasas,"Hay una buena relación con el equipo comercial, y su Gerente Blanca Hernandez, son diligentes y nos han ofrecido un buen servicio",ninguno
1,1,,,,,,,,,8.0,.,2.0,.,.,.
1,1,,,,,,,,,10.0,Siempre hemos obtenido un buen servicio de las personas que nos atienden.,1.0,Generar tasas competitivas en los productos que se utilizan.,"El Banco Colpatria, cuenta con profesionales competentes que con sus conocimientos prestan un buen servicio.",Colpatria presenta un buen servicio.
1,1,,,,,,,,,1.0,,3.0,,,
1,1,,,,,,,,,10.0,Por el servicio oportuno que presta.,2.0,Mejoramiento en Devaluaciones y tasas para Giros Financiados.,"Agilidad en las respuestas, excelente atención por parte del gerente de cuenta.
Atencion telefonica oportuna con la mesa de Dinero Juan David.",Excelente la atencion del Gerente de Cuenta
1,2,3.0,2.0,LLEVO MAS DE 15 DIAS SOLICITANDO UN CERTIFICADO BANCARIO Y NO HA SIDO POSIBLE PORQUE LA SUCURSAL DON ABRI LA CUENTA YA NO TIENEN PIME Y NO ME SOLUCIONAN,PIDO EL FAVOR ENVIARME LA CERTIFICACION BANCARIA,,,,,,,,,,
1,2,8.0,3.0,"A veces no dan solución a las solicitudes y la atención en oficinas no es muy buena sobre todo en determinadas oficinas
Hoy tengo inconveniente con el pago de servicios públicos que a pesar de estar programados no se pagan",que haya solución a la solicitud,,,,,,,,,,
1,2,10.0,5.0,"La atención y asesoría que me brindo el funcionario fue clara,","Retirar el cobro de la banca virtual y que el asesor asignado a la cuenta en referencia sea efectivo, pues no contamos con este apoyo. No envían los extractos bancarios y en las oficinas ponen mucho problema para obtener información. En este sentido, el Banco Scotiabank esta funcionando mal",,,,,,,,,,
1,2,5.0,3.0,,,,,,,,,,,,
1,3,,,,,10.0,5.0,Plataforma amigable,Respuestas más agiles de los asesores de cuenta,,,,,,
1,2,10.0,3.0,,,,,,,,,,,,
1,2,10.0,5.0,la atencion fue excelente y se resolvio todas las inquietudes y solicitudes requeridas por la empresa .........................................................................................................................................................................................................,,,,,,,,,,,
1,3,,,,,9.0,4.0,,,,,,,,
1,1,,,,,,,,,8.0,"Banco de buen respaldo, dispuesto a entender y ofrecer solución a las necesidades particulares del cliente corporativo.",2.0,"Mejorar el portal empresarial; Doble factor de autenticación (token), funcionalidades en la administración de perfiles y usuarios.","Excelente disponibilidad de los gerentes de la banca corporativa, y demás directivos",
1,2,8.0,5.0,El contacto con la mesa de directo es mas eficiente,Una asesor en especifico,,,,,,,,,,
1,2,9.0,3.0,,,,,,,,,,,,
1,2,9.0,3.0,Estoy calificando al Banco muy favorablemente.,Hacer más amigable su sistema de banca virtual para empresas. Es muy complejo de utilizar.,,,,,,,,,,
1,2,6.0,2.0,no hay información clara sobre los descuentos realizados en la cuenta empresarial,"brindar una información mas clara, acorde a los requerimientos, desglosar adecuadamente los descuentos realizados, capital intereses, otros cobros",,,,,,,,,,
1,2,10.0,5.0,,,,,,,,,,,,
1,2,10.0,5.0,La atención telefónica es excelente,,,,,,,,,,,
1,2,10.0,3.0,,,,,,,,,,,,
1,2,9.0,3.0,,,,,,,,,,,,
1,2,10.0,4.0,Obtuve respuesta oportuna,EL servicio de pagos via pse no esta funcionando,,,,,,,,,,
1,2,1.0,1.0,"Porque desde tiempo atrás vengo administrando la propiedad horizontal, me he acercado a las oficinas del banco y he registrado mi firma y entregado los documentos que me acreditan como representante legal, pero a la fecha no me ha sido posible que me asignen  usuarios para el uso de la plataforma bancaria, por el contrario me dicen que no soy la administradora y que los usuarios continúan asignados al administrador anterior, sin recibir una solución oportuna.",,,,,,,,,,,
1,3,,,,,10.0,5.0,fueron oportunos y claros,bajar las tasas,,,,,,
1,2,10.0,5.0,porque el agente que atendio    persevero  todo el  tiempo sin alterarse hasta resolver de  forma exacta mi necesidad,por ahora esta todo muy sincronizado  y eso me encanta,,,,,,,,,,
1,2,8.0,2.0,Porque el acompañamiento no ha sido el idoneo por parte del asesor,Brindar capacitaciones presenciales y acompañamientos ideones,,,,,,,,,,
1,2,10.0,3.0,AUNQUE SE DEMORO LA RESPUESTA LA ATENCION DE LA PERSONA FUE MUY OPORTUNA Y PROFESIONAL,,,,,,,,,,,
1,1,,,,,,,,,8.0,Aún se puede mejorar el servicio,3.0,"Responder a las consultas con mayor celeridad, resolver los problemas más rápido",,
1,2,10.0,5.0,Plataforma amable y segura,,,,,,,,,,,
1,2,9.0,5.0,,,,,,,,,,,,
1,3,,,,,10.0,5.0,,,,,,,,
1,1,,,,,,,,,10.0,Excelente acompañamiento en los proyectos de la compañía,1.0,Ya estamos en proceso,Tenemos muy buena relación con el gerente y con el área de credit solution lo que ha permitido,
1,2,1.0,1.0,Estuve en la oficina de Fontibon incluso tomé la decisión de cerrar mi cuenta personal por la pésima Atencion de sus funcionarios empezando por el director  administrativo que tiene su oficina en el segundo piso a él recurri para quejarme por todo lo que me hizo pasar un asesor los únicos que me dieron una buena atención fue el que me entregó mi cheque en caja tuve que pasar tres horas la primera vez y la segunda vez dos horas para toda la Gestion que debía realizar incluso quiero cambiar mis dos cuentas que tengo allí para la oficina de Chia adicional vivo en Funza y para mí es muy complicado desplazarme hasta Fontibon para recibir tan pésima atención el cliente vale poco para este Banco,"Que tengan oficinas en Funza ,Mosquera o Madrid y que la atención sea más rápida sobre todo para clientes que tengan cuentas que se note que les importa el cliente",,,,,,,,,,
1,1,,,,,,,,,10.0,"El relacionamiento, la seriedad y estabilidad del banco es algo que valoramos mucho.",1.0,mejores tasas de captación y en cuentas de ahorro,la cercanía que nos brinda nuestro gerente de cuenta y el conocimiento con el que cuenta al momento de hacer negocios,
1,2,1.0,1.0,no hay apoyo por parte del asesor de cuenta,Apoyar por parte del ejecutivo de cuenta a la compañia,,,,,,,,,,
1,1,,,,,,,,,9.0,"Porque el servicio es excelente, siempre están dispuestos a colaborar con cualquier inquietud o problema que tengamos con transferencias, chequeras, con la plataforma. Es un equipo muy dispuesto.",1.0,"Esperamos que continúen haciendo mejoras a la nueva plataforma de ScotiaConnect. Hemos tenido varios tropiezos con la implementación y a la hora de hacer pagos no ha sido siempre fácil. Sin embargo, hemos contado siempre con el apoyo del personal de soporte cuando hemos requerido. Lo que pasa es que toma bastante tiempo el proceso de solución del inconveniente.","El gerente de cuenta y su equipo están muy pendientes de nuestras necesidades. Cuando los contactamos, nos colaboran de manera ágil o nos dicen en qué ventana de tiempo debemos recibir respuesta y por lo general cumplen. Creo que realmente son un aliado, que nos escucha y busca soluciones que nos sean útiles. ¡Muchas gracias!","En general, estamos muy satisfechos con el servicio de Scotiabank Colpatria. Son muy diligentes y cuidadosos con su cliente. Se esfuerzan y siempre están dispuestos a brindar un buen servicio. ¡Gracias!"
1,2,1.0,1.0,"Nunc solucionan nada a tiempo, la verificacion de datos es sumamente lenta, una llamada con ustedes es eterna",muchas cosas entre ellas tener mas agilidad en los procesos,,,,,,,,,,
1,2,10.0,5.0,"porque me solucionaron el problema, tuve un error en el formulario y el gerente de cuenta estuvo muy pendiente en todo el proceso, tengo que volver a llamar para que me ayuden y volver a inscribir la cuenta de codensa y tambien para poder pagar por PSE",siempre han estado muy atentos en resolver todas la dudas y problemas que tengo con las cuentas que manejo con Scotibank Colpatria.,,,,,,,,,,
1,2,1.0,2.0,"no me resolvieron, no he podido utilizar la banca empresarial",resolver más rapido los temas de banca empresarial,,,,,,,,,,
1,1,,,,,,,,,9.0,Es un banco confiable,2.0,Innovar en mecanismos de recaudo,Es un excelente profesional y todo el equipo siempre esta atento a las necesidades de la compañía,
1,1,,,,,,,,,10.0,Por el servicio oportuno y personalizado,1.0,,,
1,3,,,,,10.0,5.0,"Atención pronta, excelente y oportuna",Por mi así está perfecto,,,,,,
1,3,,,,,8.0,3.0,Soy muy colaboradores,La plataforma,,,,,,
2,2,10.0,5.0,PSI,PSI,,,,,,,,,,
2,2,10.0,5.0,Muy buena atencion,,,,,,,,,,,
2,3,,,,,3.0,4.0,"Pues al menos pude hacer los pagos de PSE que no habia podio, pero se me dificulta mucho recomendar al banco por el portal empresas, es supremamente difícil de usar.","Implementar un nuevo portal para empresas que sea intuitivo. O al menos, como mínimo, parecido al de otros bancos; es que el de ustedes, que pena, pero es perversamente malo.",,,,,,
2,2,8.0,4.0,,,,,,,,,,,,
2,2,10.0,3.0,ESDFGHJKLÑ,AQWSEDRFTGHYJK,,,,,,,,,,
2,2,0.0,1.0,"desde el 30 de octubre se presentaron problemas con el codigo OTP para realizar los pagos de nomina y proveedores. No llegaba a tiempo al correo electrónico y no se pudo realizar los pagos. el 31 de octubre hablé con 5 personas para que me ayudaran con el tema y de tantos intentos se bloqueó el usuario oficial, con tan mala suerte que no se lograron hacer los pagos y hoy siendo 1 de noviembre 3 pm no se recibe ningun comunicado al respecto. Seguimos sin servicio.",mejorar los tiempos de respuesta para la entrega del codifo OTP en el correo electrónico y que la recuperación de claves sea inmediata.,,,,,,,,,,
2,3,,,,,6.0,3.0,,,,,,,,
2,3,,,,,10.0,5.0,,,,,,,,
2,2,6.0,2.0,"No pude hacer pagos el 31 de octubre porque las OTP llegaban a los 45 minutos sea a celular o email y me dijeron que la plataforma estaba saturada.  Eso no es problema mio ni de mis proveedores.  No pagué a tiempo, incurrí en sobrecostos y quedé mal con mis proveedores.  Muchas excusas pero todo en este país funciona así.  Espero no me cobre fees bancarios este mes o me van a reembolsar mis sobrecostos?",Que no se caiga su sistema.  Deben preveer altos en volumen.,,,,,,,,,,
2,3,,,,,8.0,1.0,,,,,,,,
2,2,7.0,2.0,Tardanza en la guía para usar canales digitales.,Mejorar y hacer mas efectivos los tiempos de respuesta,,,,,,,,,,
2,2,10.0,3.0,,,,,,,,,,,,
2,1,,,,,,,,,9.0,,1.0,,,
2,1,,,,,,,,,4.0,"Por qué en lo personal he tenido muchos inconvenientes con la banca virtual , es la hora y todavía es un problema para ingresar , mañana me toca llamar como me puede colaborar para poder hacer unos pagos.",1.0,Haciendo más ágil lo posesos para ingresar ala banca y poder pagar los proveedores y nóminas .,,
2,1,,,,,,,,,5.0,"demora en las solicitudes, plataforma de internet poco amigable",2.0,,,
2,1,,,,,,,,,10.0,,1.0,,,
2,1,,,,,,,,,10.0,Experiencia cua y servicio,2.0,Estar más cerca de los clifntes,Buen servicio siempre,
2,1,,,,,,,,,9.0,,2.0,,,
2,1,,,,,,,,,8.0,,1.0,PORTAL MAS AGIL Y SIN TANTAS TRABAS,,
2,1,,,,,,,,,6.0,"Los trámites son demorados y muchas veces no dan respuesta efectiva. Tengo un caso de solicitud de información que no fue contestada,
Tuve que contactar a la superintendencia para que dieran respuesta y ni así lograron enviar lo que la empresa necesitaba. No lo recomiendo para nada. Hacen muchos cambios a la banca virtual y hay que estar llamando (perdiendo tiempo) para configurar otra vez accesos.",3.0,Responder requerimientos con agilidad y efectividad. No complicar tanto los accesos de la banca virtual. Mejorar atención al empresario. La empresa tiene un supuesto “asesor de cuenta” que ni conocemos! Muy mal servicio al empresario.,La empresa no tiene idea de su supuesto “ejecutivo de cuenta” y los servicios que presta el banco.,"La empresa poder terminar todas las
Relaciones con este banco."
2,1,,,,,,,,,6.0,Porque la banca virtual presenta muchas fallas y es complicada de manejar. Aunque con E-connect mejoro mucho.,1.0,Que se pueda usar una app empresarial para revisar por lo menos los movimientos de la cuenta.,,
2,1,,,,,,,,,5.0,EL TEMA DEL PORTAL - CADA ACTUALIZACION ES UNA LLAMADA DE UNA HORA Y HASTA 2 HORAS -,1.0,MEJORAR EL PORTAL -,,
2,1,,,,,,,,,10.0,SERVICIO y ATENCIÓN,1.0,Por ahora nada. Todo bien.,"A pesar de no haber tenido problemas, la atención personal y los servicios prestados pueden aumentarse y tener en cuenta la fidelidad del cliente.",Ninguno
2,1,,,,,,,,,10.0,He mantenido mis productos con Colpatria dede1998,1.0,,Mantenemos constante comunicación con nuestro asesor,
2,1,,,,,,,,,5.0,"La atención de la banca empresarial es muy lenta, hay solicitudes que se demoran 6 meses en responder, trámites que no se gestionan.",2.0,Que al menos le contesten a uno los mensajes.,"MUCHA demora en trámites, cuando se hace seguimiento a veces no me contestan los mensajes o el celular.","Deberían revisar los canales de atención y la oportunidad en la respuesta a las solicitudes. Hasta pedir una certificación bancaria que debería ser un trámite sencillo que no mismo debería poder bajar de la página, se demora!!"
2,1,,,,,,,,,9.0,Atención y asesoría,2.0,,,
2,1,,,,,,,,,8.0,"En términos generales lo recomendaría, pero considero que deben fortalecer los temas tecnológicos.",2.0,"Fortalecer más el portal bancario, ya que para nuevas implementaciones que se han hecho en la Entidad, se queda corto.",,
2,1,,,,,,,,,9.0,,1.0,,,
